word,category
"resilience,탄력, 회복력",TOEFL
"Year after year,해가 갈수록",GTELP
"stem,줄기",GTELP
"respond,반응하다 대답하다",GTELP
"newbie,n. *신출내기, 미숙자*",SUNEUNG
"dependable,adj . 믿을 수 있는 , 기댈 만한",TOEIC
"nullify,무효로 하다",TOEFL
"arise,v. *발생하다, 생겨나다*",SUNEUNG
"outcome,n. *결과*",SUNEUNG
"accommodation,n . 숙박 시설",TOEIC
"breakthrough,n. *비약적 발전, 획기적 발전, 돌파구*",SUNEUNG
"jeopardy,위험",TOEFL
"cancellation,n . 취소 , 무효화 : 취소 한 것",TOEIC
"screw,n. *나사*",SUNEUNG
"immoral,비도덕적인",GTELP
"alleged,a. (증거없이) 주장된",TOEFL
"typical,adj . 전형적인 , 일반적인",TOEIC
"daughter,딸",GTELP
"similarly,유사하게 이와 마찬가지로",GTELP
v. 경시하다,SUNEUNG
"function,n . 기능 ; 역할 v . 기능 하다 . 작동 하다",TOEIC
"allow,v . 허락 하다 . 허용 하다",TOEIC
"lay,v. (물건을) *놓다,* (알을) *낳다*",SUNEUNG
"precise,정확한, 정밀한",TOEFL
"awesome trick,멋진 묘기",GTELP
"revision,n . 수정 ( 사항 ) : 수정본 , 교정본",TOEIC
"hind,뒤쪽의, 후방의",TOEFL
"keep - to a minimum,phr.- 을 최소 로 하다",TOEIC
"modify,변경하다, 수정하다",TOEFL
"scenario,계획안",GTELP
"harmful,해로운",GTELP
"balance,균형",GTELP
"coffin,n. *관*(棺)",SUNEUNG
"acrimonious,신랄한",TOEFL
"appeal,호소 매력",GTELP
"upset,화난",GTELP
"neutral,a. *중립의, 공평한*",SUNEUNG
"vital,a. *생명의, 매우 중요한*",SUNEUNG
"emergent,떠오르는, 신흥의",TOEFL
"attribute,~의 탓으로 돌리다",TOEFL
"a color photograph accompanied by a story,이야기사연 가 동반된 컬러사진 한 장",GTELP
"that day,그 날",GTELP
"parity,동등, 동격",TOEFL
"dedicated,adj . 전념 하는 , 헌신적인",TOEIC
"take a deep breath,심호흡을 하다",GTELP
"altruism,이타주의",TOEFL
"be applied to,에 적용시키다",GTELP
"subsequent to,prep.- 다음 에 , ~ 차후에",TOEIC
"fasten,고정시키다",GTELP
"enormously,adv . 엄청나게 , 굉장히",TOEIC
"embody,v. *구체화하다, 구현하다*",SUNEUNG
"evacuate,대피시키다, 떠나다",TOEFL
"holder,n . 소지자 , 소유자",TOEIC
"unpredictable,a. *예측할 수 없는*",SUNEUNG
"alienate,소원하게, 멀어지게 하다; 양도하다",TOEFL
"response,n. *응답,* 반응",SUNEUNG
"wrist,n. *손목*",SUNEUNG
"weakness,약점",GTELP
"attached,adj . 첨부된",TOEIC
"solely,adv . 오로지 , 전적으로",TOEIC
"contagious,adj . 전염성 의 : 퍼지기 쉬운",TOEIC
"separate,v . 떼어 놓다 : ( 따로 ) 떨어지다 adj . 분리 된 : 독립된",TOEIC
"elasticity,탄력, 융통성",TOEFL
"distortion,n. *왜곡, 찌그러뜨림*",SUNEUNG
"beverage,n . ( 물 이외 의 ) 음료 , 마실 것",TOEIC
"not only A but also B,",GTELP
"prowess,훌륭한 솜씨",TOEFL
"criteria,n. (pl.) *기준, 표준*",SUNEUNG
"discriminate,v. *차별하다,* 구별하다",SUNEUNG
"toxic object,독이 있는 물질",GTELP
"male,수컷의",GTELP
"focus,집중하다",GTELP
"deprecate,반대하다, 비난하다",TOEFL
(It is grossly unfair to impute blame to United Nations.),TOEFL
"cooperation,협력",TOEFL
"equivalent,a. *동등한, 상당하는*",SUNEUNG
"stealthy,은밀한, 남몰래 하는",TOEFL
"even though,비록 일지라도",GTELP
"option,n. *선택, 선택권*",SUNEUNG
"frolic,장난치다",TOEFL
"witness,n. *증인, 증거*",SUNEUNG
"session,n. *회의, 회기, 수업시간,* (대학의) *학기*",SUNEUNG
"semiconductor,n. *반도체*",SUNEUNG
"notify,v.- 에게 알리다 . 통지 하다",TOEIC
"circumvent,피하다, 회피하다",TOEFL
"discreet,a. *분별 있는, 사려 깊은*",SUNEUNG
Ad. 진실하게,TOEFL
"pressure,압력 압박",GTELP
"breed,v. *낳다, 양육하다*",SUNEUNG
"v. *타박상을 입히다, 멍들게 하다*",SUNEUNG
"intense,a. *강렬한*",SUNEUNG
"affirm,단언, 확언하다",TOEFL
"occur,일어나다 발생하다",GTELP
"at any time,언제라도",GTELP
"discontinue,v . 생산을 중단하다",TOEIC
"pompous,(태도, 말) 오만한, 거만한, 과장된",TOEFL
"ingredient,n . ( 요리 ) 재료 , 성분",TOEIC
"sheepskin,양가죽",GTELP
"southern,남부의 남쪽의",GTELP
"immediately,adv . 즉시 , 당장 에",TOEIC
"theory,n. *이론*",SUNEUNG
"patient,a. *인내심 있는*",SUNEUNG
"divert,v . 방향을 바꾸게 하다 , 우회 시키다",TOEIC
"lukewarm,(물) 미지근한; 열의없는",TOEFL
"v. 공급하다, 준비하다",SUNEUNG
"risk,n. *위험*",SUNEUNG
"odor,냄새, 악취",TOEFL
"exist,존재하다",GTELP
"mass,덩어리",GTELP
"furor,격렬한 감격, 열광적 유행, 열광, 분노, 격노",TOEFL
"v. *등록하다, 기재하다*",SUNEUNG
"the pursuit of happiness,행복의 추구",GTELP
"gateway,통로, 출입구",TOEFL
"poisonous,유독한, 독이 있는",TOEFL
"prestigious,ad . 명성 있는 , 일류 의",TOEIC
"renowned,adj . 유명한 , 명성 있는",TOEIC
"perish,죽다, 소멸하다",TOEFL
"exceed,v . 초과하다 . 넘어서다",TOEIC
"leave,v . 떠나다 : 남기다 . 남겨 두다 : 내버려 두다 . 방치 하다 n , 휴가",TOEIC
n. *적임자*,SUNEUNG
"council,협의회, 심의회, 지방 의회",TOEFL
"availability,n . 유효성 , 입수 가능성",TOEIC
"a. 공동의, 연합의",SUNEUNG
"hardship,고난, 역경",TOEFL
"valued customer,가치 있는 고객",TOEIC
"daydream,공상에 잠기다",GTELP
"be subject to N/-ing,~ 의 대상이다 ~의 영향을 받기 쉽다",TOEIC
"infidelity,간통, 배신",TOEFL
"discreet,신중한, 조심스러운",TOEFL
"hamper,막다, 방해하다",TOEFL
"circumference,원주, 둘레",TOEFL
"attachment,첨부물",GTELP
"somber,어둠침침한, 우울한",TOEFL
"reciprocal,상호간의, 상호이익의, 교감하는, 호혜적인",TOEFL
"incident,n. *일어난 일, 사건*",SUNEUNG
"original,최초의 본래의",GTELP
"temperament,n. *기질, 성질*",SUNEUNG
"Laissez-faire,자유방임주의",TOEFL
"galvanize,활기를 띠게 하다",TOEFL
"physical action,신체적 반응",GTELP
"imply,암시하다",TOEFL
"notable,a. *주목할 만한*",SUNEUNG
"floor,마루",GTELP
"pass,넘겨주다 건네주다",GTELP
"dictator,n. *독재자,* 구술자, 받아쓰게 하는 사람",SUNEUNG
"repulsive,불쾌감을 주는, 역겨운",TOEFL
"below me,내 아래",GTELP
v. *떨다*,SUNEUNG
"enterprise,n. *기업, 사업*",SUNEUNG
"denounce,맹렬히 비난하다",TOEFL
"n. *찍은 자국, 인상*",SUNEUNG
"recommend,v . 추천 하다",TOEIC
"restrict,v . 제한 하다 . 한정 하다",TOEIC
"in order toR R,하기 위하여",GTELP
"influx,n . 유입 , 도래",TOEIC
"loyal,a. *충성스러운, 성실한*",SUNEUNG
"dub,~라고 부르다",TOEFL
v. *혼합하다*,SUNEUNG
"flee,도망치다",TOEFL
"confident,확신하는",GTELP
"mutual,ad . 상호간의",TOEIC
"wrap,포장하다",GTELP
n. *용의자*,SUNEUNG
"recognize,v . ( 공로 를 ) 인정 하다 : 알아 보다",TOEIC
"strategy,n . 전략 , 전술",TOEIC
"entrance,n. *입장, 입구, 입학*",SUNEUNG
"accede,동의하다",TOEFL
"buildup,n. *축적*",SUNEUNG
"shudder,v. *떨다, 몸서리치다*",SUNEUNG
"death,죽음",GTELP
"impulsive,충동적인",TOEFL
"tribute,| n . 헌사 , 찬사",TOEIC
"severe temperature,심한 온도",GTELP
"alternate,번갈아 일어나다,양자택일",TOEFL
"harass,v. *괴롭히다, 희롱하다,* 침략하다",SUNEUNG
"symbol,상징",GTELP
"improvise,즉흥 연주를 하다, 즉석에서 만들다",TOEFL
"retrogress,후퇴하다, 퇴보하다",TOEFL
"smudge,V. 1. (잉크·페인트를 문질러) 번지[게 하]다",TOEFL
"abundant,풍부한, 많은",TOEFL
"species,생물학적 종",GTELP
"enclosed,adj . 동봉 된 : 둘러싸인 , 에워 싸인",TOEIC
"recall,v. *상기하다,* 철회하다, 회수하다",SUNEUNG
"retribution,보복",TOEFL
"qualified applicant,적격 인 지원자",TOEIC
"sleep lightly,꾸벅꾸벅 졸다",TOEFL
v. *난파시키다*,SUNEUNG
v. *고미술의*,SUNEUNG
"imperceptible,A. 1. 지각[감지]할 수 없는, 알 수 없는",TOEFL
"competitor,n . 경쟁 업체 , 경쟁자 , ( 시합 ) 참가자",TOEIC
"blankly,멍하게, 무표정하게",TOEFL
"paralegal,n . 준 법률가",TOEIC
"recognize,인식하다",GTELP
"requisition,요구서, 청구서, 소환장",TOEFL
"hilarious,유쾌한, 즐거운",TOEFL
v. *목표로 삼다*,SUNEUNG
"stand,(범률 명령) 유효하다, 호력이 있다 /참다, 견디다",TOEFL
"lease,n . ( 토지 / 가옥 의 ) 임대차 계약 v . 임대 [ 임차 ] 하다",TOEIC
"acquaintance,n. *아는 사이, 교제*",SUNEUNG
v. *멍하게 하다*,SUNEUNG
"pasture,n. *목초지, 목장*",SUNEUNG
"biologist,n . 생물 학자",TOEIC
"fierce,a. *사나운, 맹렬한*",SUNEUNG
"honeymoon,신혼여행",GTELP
"frown,눈살을 찌푸리다",TOEFL
"incline,v. *내키게 하다,* 기울이다",SUNEUNG
"pertaining to,prep.- 에 관련된",TOEIC
"publication,출판물",GTELP
"stop -ing,멈추다",TOEIC
"confess,v. *고백하다*",SUNEUNG
"assassinate,v. *암살하다*",SUNEUNG
"response,반응 대답",GTELP
"welcome,adj . 환영 받는 : ~ 해도 좋은 v . 환영 하다 : 기꺼이 받아 들이다 n . 환영 , 환대",TOEIC
"culmination,정점, 최고조",TOEFL
"lay off,phr . ( 정리 ) 해고 하다",TOEIC
"terrain,n. *지형, 지역,* 분야, 범위",SUNEUNG
"finance,n. *재정, 재무, 금융*",SUNEUNG
"oblivious to,의식하지 않은, 염두에 두지 않는, 잘 잊는",TOEFL
"stricken,맞은, 상처받은; 비탄에 잠긴, 고통받는",TOEFL
"travel expenses,phr . 여행 경비",TOEIC
"flour,밀가루",GTELP
"accidental,우연의, 뜻밖의",TOEFL
"retailer,n . 소매업 자 , 소매 업체",TOEIC
"formal,공식적인, 형식적인",TOEFL
"N. (더러운) 자국, 얼룩",TOEFL
"extracurricular activities,교과 외 활동의특활",GTELP
"accelerate,v. *가속하다, 촉진하다*",SUNEUNG
"fund,n. *기금*",SUNEUNG
"uondoubtedly,ad. *의심할 여지없이, 확실히*",SUNEUNG
"flaw,n. *결점, 흠*",SUNEUNG
"address,주소, 연설",TOEFL
"sheriff,n. *보안관*",SUNEUNG
"n. *손해, 손상*",SUNEUNG
"delivery,n. 배달",TOEFL
"statement,n . 성명 ( 서 ) : 명세서 , 내역서",TOEIC
"closely,adv . 면밀 하게 , 긴밀히",TOEIC
"keep,기르다",GTELP
"additional,adj . 주가 의 , 부가 적인",TOEIC
"embarrassed,당혹해하는 난처한",GTELP
"subtract,v. *빼다*",SUNEUNG
"gamble,n. *도박*",SUNEUNG
"rural,a. *시골의*",SUNEUNG
"extinct,a. *멸종된,* 꺼진",SUNEUNG
"resources,자료",GTELP
"compatibilty,n . 호환성",TOEIC
"exactly,정확하게",GTELP
"approve,v. *찬성하다, 승인하다*",SUNEUNG
"collapse,v. *무너지다, 붕괴하다*",SUNEUNG
n. *직물*,SUNEUNG
"v. *연구하다, 조사하다*",SUNEUNG
"beforehand,미리, 사전에",TOEFL
"every timewhen,할 때마다",GTELP
"vessel,n. (물건을 담는) *용기, 배, 선박, 혈관*",SUNEUNG
"orbit,궤도, 궤도를 그리며 돌다",TOEFL
"denote,나타내다, 의미하다",TOEFL
"malevolent,악의적인, 사악한",TOEFL
"flyer,n . 전단지",TOEIC
"blood circulation,혈액순환",GTELP
"few,거의 없는",GTELP
"form,형태",GTELP
"consider,v . 고려 하다 . 숙고 하다",TOEIC
"crude,a. *가공하지 않은,* 조잡한",SUNEUNG
"create,v . 창조 하다 , 만들어 내다",TOEIC
"passenger,n . 승객 , 탑승객",TOEIC
"discipline,n. *훈련, 단련,* 기강, 규율",SUNEUNG
"ambitious,adj . 야심 적인 , 야심 있는",TOEIC
"complacency,자기만족",TOEFL
v. *임대하다*,SUNEUNG
"criteria,기준, 표준",TOEFL
"green with envy,질투로 파래지다",GTELP
"stack,더미, 쌓다",TOEFL
"grill,n. *석쇠*",SUNEUNG
"blunder,n . 실수 , 과실",TOEIC
"resemble,v. *닮다*",SUNEUNG
"feature,n. *특징,* 특집 기사, 얼굴 생김새",SUNEUNG
"combined efforts,결합 된 노력",TOEIC
"electric,전기의",GTELP
"side by side,나란히",GTELP
"square,평방제곱 광장 사각형",GTELP
"boost,n . 증가 , 부양책 v . 신장 시키다",TOEIC
"sweep,v. *휩쓸다,* 청소하다",SUNEUNG
"advisor,n . 고문 , 조언자",TOEIC
"insolent,무례한, 불손한, 건방진",TOEFL
"seed,씨앗",GTELP
"save,구하다, 저축하다, 절약하다",TOEFL
"personality,성격",GTELP
n. *의식*,SUNEUNG
"installation,n . 설치",TOEIC
"hire,v. *고용하다*",SUNEUNG
"fewer,보다 소수의",GTELP
"contain,v. *함유하다, 포함하다, 억제하다*",SUNEUNG
"badly,나쁘게",GTELP
"sleigh,썰매",GTELP
"avaricious,탐욕스러운",TOEFL
"retrieve,되찾다, 회수하다",TOEFL
"n. *편함, 용이함*",SUNEUNG
"reprehensible,비난받아 마땅한",TOEFL
"exhaustive,포괄적인; 철저한",TOEFL
"opening/closing remarks,개회사 / 폐회사",TOEIC
"material,재료, 물질, 중요한",TOEFL
"precaution,n . 예방책 , 예방 조치",TOEIC
"comfort,안락하게 하다",GTELP
n. 원시인,SUNEUNG
"suit,에 어울리다 맞추다 남자 정장 한 벌",GTELP
"tourist,n . 관광객 , 여행자",TOEIC
"detainment,억류, 지체",TOEFL
"existing equipment,기존 장비",TOEIC
"protein,n. *단백질*",SUNEUNG
"endemic,고유한, 특유의",TOEFL
"be committed[dedicated/devoted) to,~에 기여하다 헌신하다",TOEIC
"ideal,adj . 이상적인 , 가장 알맞은 n . 이상 , 이상적인 것",TOEIC
"speed,속도를 높이다, 가속화하다",TOEFL
"submit,v . 제출 하다 . 제기 하다",TOEIC
"committee,n. (상급 기관에 소속된) *위원회*",SUNEUNG
"gain,얻다 획득하다",GTELP
"thrill,n. *스릴, 전율*",SUNEUNG
"enrollment,n . 등록",TOEIC
"augment,v.- 을 증가 시키기다",TOEIC
"revision,수정, 개정",TOEFL
"employee,종업원 사원",GTELP
"enumerate,v. 열거하다, 낱낱이 세다, 계산하다(=count, recount, reckon)",TOEFL
"resist - ing,저항 하다",TOEIC
"present,v. *제출하다, 나타내다*",SUNEUNG
"shrewd,영리한, 빈틈없는",TOEFL
"pose,n. *자세*",SUNEUNG
"slight,a. *약간의, 경미한*",SUNEUNG
n. *분열*,SUNEUNG
"random,무작위의",GTELP
"turn on,켜다",GTELP
n. 무법자,SUNEUNG
"superior,a. *우월한*",SUNEUNG
"embolden,대담하게 만들다",TOEFL
a. 이야기의,SUNEUNG
"undertake,v. *수행하다,* (일을) *떠맡다, 착수하다*",SUNEUNG
"curb,억제, 구속; 억제하다, 구속하다",TOEFL
"v. *석쇠로 굽다,* 심문하다",SUNEUNG
"yearly,년의",GTELP
"deforestation,삼림 파괴",TOEFL
"debatable,논쟁의 여지가 있는",TOEFL
"funding,n . 자금 : 자금 제공 [ 재정 지원 ]",TOEIC
"capacity,능력, 수용력",TOEFL
"anxiety,n. *걱정, 불안,* 열망",SUNEUNG
"account,n. *은행 계좌,* 이야기",SUNEUNG
"constant,끊임없는",GTELP
"play a part,역할을 하다",GTELP
"retire,v . 은퇴 하다 . 퇴직 하다",TOEIC
"lack,부족 결핍",GTELP
"silence,침묵",GTELP
"expect,v . 예기 하다 . 예상 하다",TOEIC
"unnecessarily,필요 없이",GTELP
"v. *새다,* 누설하다",SUNEUNG
"eager,a. *갈망하는*",SUNEUNG
"divine,a. *신성한,* 신으로부터의",SUNEUNG
"instinctive,본능적인",GTELP
"literature,n. *문학,* 문예, 문헌",SUNEUNG
"patron,후원자, 고객",TOEFL
"approach,접근하다",GTELP
"come by,에 들리다",GTELP
"leading company,일류 / 선도 하는 회사",TOEIC
"scratch,v. *긁다, 할퀴다*",SUNEUNG
"gray,회색의",GTELP
"antecedent,앞서는, 선행하는",TOEFL
"detached,무심한",TOEFL
v. *흔들리다*,SUNEUNG
"paragraph,절 단락",GTELP
"toward,에 대하여",GTELP
v. *~가 부족하다*,SUNEUNG
"particular path,특별한 길",GTELP
"mumble,중얼거리다, 중얼거림",TOEFL
"attractive,매력적인",GTELP
"deal with,처리하다 다루다 취급하다",GTELP
"release,v . 공개 하다 . 발표 하다 . 출시 하다 n . 발표 , 개봉 , 출시",TOEIC
"steadily,꾸준히",GTELP
"commute,통근하다",GTELP
"wear,n . ( 많이 사용 되어 ) 닮음 , 마모 : ( 오랜 기간 의 ) 사용 v . 닳다",TOEIC
"repellent,불쾌감을 주는",TOEFL
"lure,v. *유학하다*",SUNEUNG
"function,v . 작동 하다 n , 기능 ; 행사 , 연회 모임",TOEIC
"shipment,n . 수송 , 배송 ; 선적물 , 발송물",TOEIC
"haughtiness,건방짐, 오만",TOEFL
"monster bear,괴물 같은 곰",GTELP
"approximately,adv . 약 , 거의 , 대략",TOEIC
"affordable,adj . ( 가격 등 이 ) 알맞은 , 감당할 수 있는",TOEIC
"correspond,v. *일치하다,* 서신 왕래하다",SUNEUNG
"warranty,n . 보증 ( 서 ) , 권한",TOEIC
"unfinished,미완성의",GTELP
"shallow,a. *얕은, 얇은,* 피상적인, 천박한",SUNEUNG
"prevail,v. *우세하다,* 보급되다, 유행하다",SUNEUNG
"appliance,n. (가정용) *기구, 장치*",SUNEUNG
"coincide,동시에 일어나다, 일치하다",TOEFL
"anniversary,n . 기념일",TOEIC
"annoying,성가신",GTELP
"institute,n. *연구소, 협회*",SUNEUNG
"gym,체육관 체육",GTELP
"persuade,설득하다, 납득시키다",TOEFL
"debase,(가치, 품위) 저하시키다",TOEFL
"awful,a. *끔찍한, 지독한*",SUNEUNG
"acutely,날카롭게, 격심하게, 예민하게",TOEFL
"strict,a. *엄한, 엄격한*",SUNEUNG
"railroad,n. *철도, 선로*",SUNEUNG
"chapter,n. (책 · 논문의) *장*(章)",SUNEUNG
"conduct,수행하다",GTELP
"approbation,승인,칭찬",TOEFL
"gain,얻다",GTELP
"intricate,복잡한, 얽힌",TOEFL
"amazingly,놀랍게도",GTELP
"condemn,비난하다, 책망하다",TOEFL
"perdominant,a. *뛰어난, 우세한*",SUNEUNG
"resolve,v . 해결 하다 .",TOEIC
"politics,n. *정치, 정치학*",SUNEUNG
"whole,전체의",GTELP
"interact,v . 소통 하다 , 교류 하다",TOEIC
"builder,건축가",GTELP
"continual,지속적인 계속되는",GTELP
"forge,위조하다, 이끌어내다",TOEFL
"reiterate,되풀이하다, 반복하다",TOEFL
"garlic,마늘",GTELP
"propriety,n. *적절성, 예의바름*",SUNEUNG
"court,궁전 왕실",GTELP
"feature n v,특징 특징을 이루다",GTELP
n. *집단*,SUNEUNG
"moving,감동시키는, 움직이는, 이동하는",TOEFL
"nothing left,남겨진 것이 아무것도 없다",GTELP
"forest keeper,산림 감시원",GTELP
"bed,하천(호수)바닥",TOEFL
"flavor,맛 향",GTELP
"collect,수집하다",GTELP
"v. *라벨을 붙이다, ~를 ...라고 부르다*",SUNEUNG
"gorge,협곡, 좁은 골짜기; 잔뜩(실컷) 먹다",TOEFL
"digest,v. *소화하다, 요약하다*",SUNEUNG
"stripe,줄무늬",GTELP
"impact,충격, 영향",TOEFL
v. *경매에 부치다*,SUNEUNG
"lexicon,사전, 어휘",TOEFL
"prefer to,더 좋아하다",GTELP
"United Kingdom,영국",GTELP
"rowdiness,떠들썩함, 시끄러움, 소란",TOEFL
"portable,휴대용의, 가지고 다닐 수 있는",TOEFL
"enclose,v. *동봉하다,* 에워싸다",SUNEUNG
"weight,무게",GTELP
"buried,묻혀있는",GTELP
"chimney,굴뚝",GTELP
"refuge,n. *피난, 피난처,* 위안",SUNEUNG
"sprain,v. (발목 · 손목 등을) *삐다*",SUNEUNG
"immaterial,중요하지 않는, 관련 없는; 영적인",TOEFL
"experience,v. *경험하다*",SUNEUNG
"tend to,하게 하다 이끌다",GTELP
"ray,n. *광선*",SUNEUNG
"utensil,n. *가정용품, 기구, 용구*",SUNEUNG
"synthetic,a. <화학> *합성의*",SUNEUNG
"geology,n. *지질학*",SUNEUNG
"jealous,질투나는",GTELP
"ballot,n. *투표, 투표용지*",SUNEUNG
"jeopardize,위태롭게 하다, 위험에 빠뜨리다",TOEFL
"treat,v . 대접 하다 : ( 특정한 태도 로 ) 대하다 . 처리 하다 ; 치료 하다 n . 특별한 대접",TOEIC
"spice,향료",GTELP
"dont have toR R,할 필요 없다",GTELP
"normal,보통의",GTELP
"front,앞",GTELP
v. *소매하다*,SUNEUNG
"thrust,v. *밀다, 밀치다*",SUNEUNG
"compatible with-,- 와 호환 이 되는",TOEIC
a. *대서양의*,SUNEUNG
"fortuitous,우연한",TOEFL
"2. 집중을 방해하는 것, 산만함",TOEFL
"liable,a. *책임을 져야 할,* ~할 것 같은, ~하기 쉬운",SUNEUNG
"equator,n. *적도*",SUNEUNG
"enable,v. *가능하게 하다*",SUNEUNG
"persist,고집하다, 지속하다",TOEFL
"resolve,해결하다, 결심하다",TOEFL
"tyranny,폭정, 전제정치",TOEFL
"heatstroke,n. *일사병, 열사병*",SUNEUNG
"secretly,몰래",GTELP
"unreasonable,비이성적인",GTELP
v. 유발하다,SUNEUNG
"bankruptcy,n. *파산*",SUNEUNG
"soothe,달래다, 진정시키다",TOEFL
"confront,직면하다, 맞서다",TOEFL
"reason,추론하다 논리적으로 생각하다",GTELP
"distribute,v. *분배하다,* 분포시키다",SUNEUNG
"intriguing,adj , 아주 홍미 로운",TOEIC
"amazing,놀라운",GTELP
n. *수요*,SUNEUNG
"impair,v. *손상시키다*",SUNEUNG
"propose,v . 제안 하다 , 제의 하다",TOEIC
"split,v. *찢다,* (세로로) *쪼개다*",SUNEUNG
"amazing,놀랄 만한, 굉장한",TOEFL
"awash,물에 뒤덮인/넘쳐 나는",TOEFL
"prefer,선호하다",GTELP
"flaw,흠, 결점",TOEFL
"No matter where,어디에 한다 하더라도",GTELP
"heap,쌓아 놓는 것 더미",GTELP
"commendation,n . 칭찬 , 인정 , 상",TOEIC
"solar panel,태양 전지판",GTELP
"be supposed toR R,할 예정이다",GTELP
"involve,v . 수반 ( 포함 ] 하다 . 연루 [ 참여 ] 시키다",TOEIC
"solidify,v . 굳히다 . 확고히 하다",TOEIC
"indelible,지울 수 없는; 잊을 수 없는",TOEFL
"marriage proposal,청혼 프러포즈",GTELP
"relevant,adj . 관련 있는 , 적절한",TOEIC
"longdistance,장거리",GTELP
"succinctly,adv . 간결 하게",TOEIC
"culpable,비난 받을 만한, 과실이 있는",TOEFL
"chatterbox,수다쟁이",TOEFL
"progeny,N. 1. (집합적) 자손; 제자, 후계자",TOEFL
"interference,간섭, 방해",TOEFL
"autonomy,n. *자치, 자율*",SUNEUNG
"ethical,adj . 윤리적인",TOEIC
"intuitive,a. *직관적인, 직관에 의한*",SUNEUNG
"run,운영하다",TOEFL
"item,물건 품목",GTELP
n. *추출물*,SUNEUNG
A. 불가지론의,TOEFL
"redeem,v . 되찾다 . ( 상품권 등 을 ) 상품 이나 현금 으로 교환 하다",TOEIC
"autocracy,독재정치",TOEFL
"compromise,타협하다, 타협",TOEFL
"details,세부사항",GTELP
"aboration,n. 유산, 낙태",TOEFL
"fund,n . 자금 v . 자금 을 대다",TOEIC
"principle,n. *원칙, 원리*",SUNEUNG
"adolescent,n. *청소년*",SUNEUNG
"assignment,n . 임무 [ 업무 ] , 과제",TOEIC
"loathe,vt.몹시 싫어하다;질색하다(dislike,abhor,hate보다 뜻이 강함)",TOEFL
"despise,경멸하다, 얕보다",TOEFL
"score,득점하다",GTELP
"when it comes to,에 관해서",GTELP
"imperturbable,차분한, 동요하지 않는",TOEFL
"propose,v. *제안하다,* 청혼하다",SUNEUNG
"avoid,v . 피하다 . 방지 하다",TOEIC
"enormous,거대한 막대한",GTELP
"certain,어떤",GTELP
"compost,n. *혼합물, 퇴비*",SUNEUNG
"lenient,너그러운, 관대한",TOEFL
"investment,n. *투자*",SUNEUNG
"appraise,평가하다",TOEFL
"excretion,n. 배설, 배출, 분비(=elimination, evacuation, passage); 배설물(=wastes, egesta)",TOEFL
"accomplish,달성하다",GTELP
"arduous,힘든, 고된",TOEFL
"appoint,지명하다",GTELP
"insurmountable,극복할 수 없는, 넘을 수 없는",TOEFL
"allow,v. *허락하다, 인정하다*",SUNEUNG
"racism,인종차별주의",TOEFL
"concept,n. *개념*",SUNEUNG
"expel,v. *쫓아내다*",SUNEUNG
"grinding device,가는 기계",GTELP
"racial,a. *인종의*",SUNEUNG
"contemporary,현대의, 동시대의",TOEFL
"magic power,마술적인 힘",GTELP
"strand,오도가도 못하게 하다",TOEFL
"opportunity,n . 기회 ( = chance )",TOEIC
"missionary,n. *선교사*",SUNEUNG
"address,v . ( 문제 등 을 ) 다루다 , 연설 하다 . ( 라고 ) 부르다 . ( 편지 를 ) 보내다 n . 연설 , 강연 : 주소",TOEIC
"extensive,광범위한",TOEFL
"patronage,n . 애용 : 후원",TOEIC
"container,n . 그릇 , 용기 : ( 운송용 ) 컨테이너",TOEIC
"decorously,예의바르게, 단정하게",TOEFL
"fall continuously,계속 떨어지다",GTELP
"genre,n. *장르, 유형, 형식*",SUNEUNG
"skin of an ill,아픈 사람의 피부",GTELP
"outsell,v.- 보다 더 많이 팔리다",TOEIC
"compare,v . 비교 하다 . 견주다",TOEIC
"dipsomaniac,알콜중독자",TOEFL
"somnolent,졸린, 최면의",TOEFL
"general,a. *일반적인*",SUNEUNG
"hire,v . 고용 하다 n . 신입 직원",TOEIC
"market,n . 시장 , 업계 v . ( 상품 을 ) 내놓다",TOEIC
"publish,출판하다",GTELP
"curriculum,n. *교육 과정, 커리큘럼*",SUNEUNG
"ajar,문이 조금 열린",TOEFL
"spur,n. *자극, 고무*",SUNEUNG
"insinuate,넌지시 말하다, 암시하다",TOEFL
"intrude,침범하다, 방해하다",TOEFL
"profession,직업",GTELP
"emperor,n. *황제*",SUNEUNG
"outlook,n. *전망, 조망*",SUNEUNG
"inspection,n . 점검 , 정밀 검사",TOEIC
"lethal dose,치사량",TOEFL
"in the world,비교급 강조 도대체",GTELP
"terminate,v . 끝내다 . 종료 하다",TOEIC
"any more,더 이상",GTELP
"emerge,v. *나오다, 나타나다, 드러나다*",SUNEUNG
"genuine,a. *진짜의* 성실한",SUNEUNG
"disabled,a. *무능력의, 장애의*",SUNEUNG
"efface,지우다, 삭제하다",TOEFL
"slovenly,지저분한, 단정치 못한; 되는대로 하는, 날림의",TOEFL
"human beings,인간",GTELP
"adjacent to 장소,- 에 인접한",TOEIC
"avert,피하다",TOEFL
"shrub,n. *관목*(灌木)",SUNEUNG
"anorexia,거식증",TOEFL
"duplicate,v . 복사 하다 . 복제 하다 n . 사본 , 복사 / 복제물 ( -s ) adj 아주 똑같은",TOEIC
"dispose,v . 처리 하다 . 처분 하다 ( of )",TOEIC
"area,분야 영역",GTELP
"accentuate,강조하다, 두드러지게 하다",TOEFL
